Artist and Title,Streams,Daily
Masked Wolf - Astronaut In The Ocean,1357580353,238181.0
Calvin Harris - Feel So Close,1357275096,694374.0
Dua Lipa - Break My Heart,1356583595,335776.0
Katy Perry - Firework,1353923497,660553.0
Artemas - i like the way you kiss me,1353834186,739618.0
"Elton John - Rocket Man (I Think It's Going To Be A Long, Long Time)",1353303191,543794.0
The Chainsmokers - Paris,1353188638,503355.0
Loud Luxury - Body,1353007246,372722.0
Grupo Frontera - un x100to,1351458541,621953.0
Rihanna - Don't Stop The Music,1351365434,1070978.0
Maroon 5 - What Lovers Do,1351338298,294145.0
Taylor Swift - Look What You Made Me Do,1350304483,522826.0
DJ Khaled - I'm the One,1347404760,220616.0
Elley Duhé - MIDDLE OF THE NIGHT,1347210110,440203.0
Eminem - Stan,1345733288,469690.0
Doja Cat - Need to Know,1345122307,464505.0
The Verve - Bitter Sweet Symphony,1344820008,806435.0
Stephen Sanchez - Until I Found You,1343076652,652415.0
Jay Wheeler - La Curiosidad,1342579555,390826.0
Zach Bryan - Something in the Orange,1342401424,937276.0
Zedd - Stay,1340565892,332541.0
Rauw Alejandro - Desesperados,1340509602,618678.0
Coldplay - Adventure of a Lifetime,1338700176,847955.0
LISA - MONEY,1338643573,320547.0
KAROL G - TQG,1335474812,576378.0
Joel Corry - Head & Heart,1332608119,307613.0
M83 - Midnight City,1331412241,551670.0
Måneskin - I WANNA BE YOUR SLAVE,1330911332,632817.0
James Bay - Let It Go,1328938820,271215.0
Spice Girls - Wannabe,1328341443,532577.0
KISS - I Was Made For Lovin' You,1324451510,845597.0
Justin Bieber - Intentions,1323683815,384249.0
George Michael - Careless Whisper,1320598879,593631.0
Swedish House Mafia - Don't You Worry Child,1320286838,629821.0
Disclosure - Latch,1318792667,768289.0
Kodaline - All I Want,1317519941,386641.0
The Notorious B.I.G. - Big Poppa,1317110844,674686.0
Morgan Wallen - Last Night,1316582921,707649.0
Tiësto - The Business,1316340720,305065.0
JP Saxe - If the World Was Ending,1313352520,307986.0
Julia Michaels - Issues,1312474165,218650.0
Lewis Capaldi - Bruises,1311149318,376460.0
Lost Frequencies - Are You With Me,1310773042,553496.0
JAY-Z - Empire State Of Mind,1310355818,804056.0
System Of A Down - Toxicity,1309874148,875151.0
Justin Timberlake - Mirrors,1309530858,670828.0
DJ Khaled - Wild Thoughts,1309130199,287750.0
Doja Cat - Say So,1309090869,243615.0
Ariana Grande - Stuck with U,1308633420,462993.0
One Direction - Drag Me Down,1308576383,440972.0
Florence + The Machine - Dog Days Are Over,1308369892,590522.0
Meek Mill - Going Bad,1307005167,258620.0
Hoobastank - The Reason,1305910249,729182.0
Lilly Wood and The Prick - Prayer in C,1304124998,545117.0
Kungs - This Girl,1301824698,460508.0
The Weeknd - I Was Never There,1301697450,629831.0
The Clash - Should I Stay or Should I Go,1301633238,487166.0
Anuel AA - China,1298316253,293062.0
Taio Cruz - Dynamite,1296455025,488045.0
KAROL G - QLONA,1296167861,482410.0
Lil Uzi Vert - 20 Min,1295447671,639057.0
Brenda Lee - Rockin' Around The Christmas Tree,1294254813,46919.0
Guns N' Roses - Paradise City,1293500634,570681.0
The Weeknd - Reminder,1290619870,590802.0
Rosa Linn - SNAP,1289923290,603175.0
Ariana Grande - Santa Tell Me,1288676617,61534.0
Gnarls Barkley - Crazy,1288481708,664058.0
Pop Smoke - What You Know Bout Love,1287841060,297632.0
Adele - Make You Feel My Love,1286461634,356153.0
Jonas Blue - Fast Car,1285722579,319061.0
Justin Bieber - Baby,1285626991,790020.0
Smash Mouth - All Star,1285200722,412069.0
Chris Stapleton - Tennessee Whiskey,1282887726,779621.0
Calvin Harris - My Way,1277664867,534043.0
Rihanna - FourFiveSeconds,1276811931,259446.0
Daft Punk - Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],1275371230,404945.0
Nio Garcia - Te Boté,1274490664,239741.0
Yng Lvcas - La Bebe,1274062069,275002.0
Calvin Harris - Feels,1273320402,435496.0
Gigi Perez - Sailor Song,1272077393,2527619.0
Billie Eilish - idontwannabeyouanymore,1271956857,350043.0
Red Hot Chili Peppers - Otherside,1271734741,899859.0
Tommy Richman - MILLION DOLLAR BABY,1271642313,713767.0
Coldplay - Clocks,1271512923,942627.0
Bee Gees - Stayin' Alive,1269857944,598717.0
U2 - With Or Without You,1269326680,557998.0
Daryl Hall & John Oates - You Make My Dreams (Come True),1268534373,391722.0
Empire Of The Sun - Walking On A Dream,1268043445,935918.0
The Outfield - Your Love,1267442880,654005.0
Jung Kook - Standing Next to You,1265826957,801919.0
Hailee Steinfeld - Starving,1265189166,165034.0
Imagine Dragons - Bad Liar,1264722250,531562.0
BØRNS - Electric Love,1264708156,455060.0
WILLOW - Wait a Minute!,1264061441,461852.0
Gracie Abrams - That’s So True,1262343607,2180987.0
Post Malone - White Iverson,1260640673,289611.0
Meghan Trainor - Like I'm Gonna Lose You,1260247301,393301.0
Bruno Mars - It Will Rain,1259387304,662439.0
Red Hot Chili Peppers - Scar Tissue,1259350264,871881.0
"Beach Weather - Sex, Drugs, Etc.",1259241243,665420.0
Ali Gatie - It's You,1257868264,263831.0
Myke Towers - LALA,1256969129,522764.0
Kygo - Firestone,1255528863,348401.0
Arctic Monkeys - R U Mine?,1254771657,481756.0
Feid - Feliz Cumpleaños Ferxxo,1254700892,436422.0
Cage The Elephant - Cigarette Daydreams,1252934654,701789.0
Red Hot Chili Peppers - Snow (Hey Oh),1251204947,527801.0
Pedro Capó - Calma,1251144778,237261.0
Rudimental - These Days,1250523635,255221.0
Justin Bieber - Beauty And A Beat,1250472787,1054685.0
Mario - Let Me Love You,1248817262,615458.0
Iyaz - Replay,1248168049,658614.0
Bob Marley & The Wailers - Three Little Birds,1247350490,567229.0
Rag'n'Bone Man - Human,1247244700,431313.0
Avicii - Without You,1246752382,306173.0
Desiigner - Panda,1246398118,150690.0
Of Monsters and Men - Little Talks,1246141042,512753.0
Lil Baby - Yes Indeed,1245384976,264979.0
Plain White T's - Hey There Delilah,1243659138,401799.0
Lil Wayne - Sucker for Pain,1243470518,223458.0
Noah Cyrus - July,1242173328,314354.0
"Tyler, The Creator - EARFQUAKE",1238710256,390743.0
Black Eyed Peas - Where Is The Love?,1237926401,527231.0
Eminem - The Monster,1237911045,526879.0
21 Savage - Bank Account,1236016112,160401.0
Katy Perry - The One That Got Away,1234550733,898108.0
Bob Marley & The Wailers - Could You Be Loved,1234458968,701334.0
Sia - Snowman,1233126588,200505.0
Bruno Mars - Treasure,1232988497,507156.0
Billy Joel - Uptown Girl,1232847451,585252.0
"The Offspring - You're Gonna Go Far, Kid",1232508636,577324.0
Drake - Nonstop,1231264485,270663.0
GAYLE - abcdefu,1231094154,209820.0
Bryson Tiller - Exchange,1230912168,457921.0
David Guetta - Memories,1230320086,816688.0
Dr. Dre - The Next Episode,1227483287,447610.0
Shakira - Chantaje,1227316436,663406.0
Tory Lanez - The Color Violet,1226893051,845189.0
Jaymes Young - Infinity,1226449272,425888.0
Green Day - American Idiot,1225742023,601164.0
Demi Lovato - Sorry Not Sorry,1225732467,162182.0
Shaggy - It Wasn't Me,1224436343,548326.0
Nicky Youre - Sunroof,1224094282,682694.0
Bobby Helms - Jingle Bell Rock,1222209552,51233.0
Pop Smoke - For The Night,1221037500,229413.0
Adele - Send My Love (To Your New Lover),1220122018,262083.0
Post Malone - I Had Some Help (Feat. Morgan Wallen),1217619270,1302203.0
Daddy Yankee - Gasolina,1217526719,763236.0
Lana Del Rey - Video Games,1216760872,699489.0
Aerosmith - I Don't Want To Miss A Thing,1216530443,516592.0
Fleetwood Mac - Go Your Own Way,1215852221,708132.0
Timbaland - The Way I Are,1215313300,780245.0
Pop Smoke - Dior,1213593752,296713.0
Eminem - Rap God,1212824984,256626.0
ROSALÍA - DESPECHÁ,1212210813,295911.0
Katy Perry - Hot N Cold,1211152031,741315.0
Bruno Mars - The Lazy Song,1210606258,705394.0
Jason Derulo - Swalla,1210261734,252007.0
The Chainsmokers - Roses,1209294617,504507.0
Miley Cyrus - Angels Like You,1208671295,668069.0
Calvin Harris - Slide,1208638316,396819.0
Ozuna - Hey Mor,1206823332,443467.0
Drake - Jimmy Cooks,1206629289,468914.0
Topic - Breaking Me,1206619268,174514.0
David Guetta - Sexy Bitch,1206376712,740725.0
Flo Rida - My House,1205257991,264489.0
Fleetwood Mac - Everywhere,1205053001,897155.0
Eminem - Superman,1203179628,602173.0
R. City - Locked Away,1202786088,300290.0
American Authors - Best Day Of My Life,1202650153,452052.0
Billie Eilish - i love you,1202613071,618732.0
YNW Melly - Murder on My Mind,1202175549,330750.0
Kanye West - Bound 2,1199535013,495458.0
Taylor Swift - Delicate,1199483986,968032.0
Jimmy Eat World - The Middle,1198334382,549095.0
DJ Snake - Middle,1197979153,364869.0
Bill Withers - Ain't No Sunshine,1197519052,606979.0
Kodak Black - ZEZE,1197416007,264791.0
Calum Scott - You Are The Reason,1196724955,352478.0
Jack Ü - Where Are Ü Now,1196206449,277616.0
Eminem - Not Afraid,1196060093,403053.0
Benson Boone - In The Stars,1195217110,1112801.0
Dominic Fike - 3 Nights,1194856661,299839.0
Mr. Probz - Waves,1193408935,549634.0
Avicii - Hey Brother,1192963839,460467.0
USHER - DJ Got Us Fallin' In Love,1192749764,751881.0
Billie Eilish - Bored,1191840366,392299.0
Jawsh 685 - Savage Love (Laxed,1190488687,159976.0
Chris Brown - No Guidance,1190101490,591324.0
New West - Those Eyes,1188877768,1017508.0
The Temptations - My Girl,1188421286,448771.0
Patrick Watson - Je te laisserai des mots,1188399409,610114.0
Swedish House Mafia - Moth To A Flame,1187687428,757250.0
The Weeknd - After Hours,1187276309,558536.0
The Animals - House of the Rising Sun,1185232410,719176.0
JAY-Z - Numb / Encore,1184489916,440755.0
Shaboozey - A Bar Song (Tipsy),1182806150,1827780.0
Calvin Harris - Blame,1181526564,579891.0
Jonas Blue - Perfect Strangers,1181143514,328516.0
The Script - Breakeven,1180578997,793447.0
Ariana Grande - God is a woman,1180180042,286504.0
J. Cole - Work Out,1180007056,431390.0
Bruno Mars - Wake Up in the Sky,1179202438,359236.0
Chase Atlantic - Swim,1178336397,806982.0
Lady Gaga - Rain On Me,1177843296,252492.0
Michael Bublé - It's Beginning to Look a Lot like Christmas,1176925472,28622.0
Michael Bublé - It’s Beginning to Look a Lot Like Christmas,1176925472,28622.0
The Weeknd - Die For You,1176615251,465652.0
The Weeknd - Popular,1175028346,558484.0
Don Toliver - No Idea,1175006947,494263.0
Sabrina Carpenter - Taste,1174319409,1284736.0
Dua Lipa - Dance The Night,1174024102,507407.0
"Drake - Hold On, We're Going Home",1173395805,480499.0
The Weeknd - Often,1172926328,419662.0
Zach Bryan - I Remember Everything,1172332906,999084.0
50 Cent - Candy Shop,1171456713,498753.0
Avril Lavigne - Complicated,1171231680,757911.0
Future - Low Life,1170617522,575710.0
Selena Gomez - Back To You,1170607753,203506.0
The Offspring - The Kids Aren't Alright,1170316034,597912.0
Gesaffelstein - Lost in the Fire,1169176106,499497.0
Foreigner - I Want to Know What Love Is,1167756190,900160.0
Avicii - Levels,1167695171,485151.0
TOTO - Hold the Line,1167315351,558769.0
Lil Wayne - Love Me,1167259351,1084056.0
Led Zeppelin - Stairway to Heaven,1167117705,462586.0
Lil Nas X - THATS WHAT I WANT,1166961787,207279.0
"Dan + Shay - 10,000 Hours",1165748909,291277.0
Jason Derulo - Want to Want Me,1165482223,287397.0
Lil Uzi Vert - The Way Life Goes,1165409884,385026.0
Don Omar - Dile,1165298886,806689.0
Tyla - Water,1165129093,661962.0
BLACKPINK - How You Like That,1165063861,459710.0
Seafret - Atlantis,1164906145,703133.0
My Chemical Romance - Teenagers,1163226321,566412.0
Sheck Wes - Mo Bamba,1163203964,180719.0
4 Non Blondes - What's Up?,1163100155,612101.0
Feid - CLASSY 101,1163045689,412546.0
Linkin Park - What I've Done,1162433121,873093.0
Hailee Steinfeld - Let Me Go,1162295080,135465.0
Ty Dolla $ign - Or Nah,1160417704,481130.0
Ava Max - Kings & Queens,1159701001,597429.0
Wham! - Wake Me Up Before You Go-Go,1157728066,393965.0
Miley Cyrus - We Can't Stop,1157547567,502620.0
3 Doors Down - Kryptonite,1157041083,534763.0
A Great Big World - Say Something,1155998621,276099.0
Zac Efron - Rewrite The Stars,1154824706,469863.0
Sixpence None The Richer - Kiss Me,1152222451,722834.0
Sean Paul - Temperature,1151982077,813561.0
Ariana Grande - Love Me Harder,1151415482,601265.0
Guns N' Roses - November Rain,1150815931,604402.0
G-Eazy - Him & I,1150316684,486307.0
Franz Ferdinand - Take Me Out,1150306404,758494.0
James Arthur - Rewrite The Stars,1148997964,675968.0
Maroon 5 - One More Night,1148838193,626532.0
Drake - Toosie Slide,1147983864,229655.0
Imagine Dragons - On Top Of The World,1147586389,368552.0
Britney Spears - ...Baby One More Time,1146860764,549336.0
Elvis Presley - Can't Help Falling in Love,1145341584,565836.0
Mark Ronson - Nothing Breaks Like a Heart,1145329195,346673.0
Billie Eilish - bellyache,1145035830,314652.0
Dhruv - double take,1144544646,453695.0
Clean Bandit - Solo,1144020560,289888.0
Frank Ocean - Ivy,1143593003,586577.0
Justin Timberlake - SexyBack,1142545630,874493.0
Nicky Jam - X,1142386361,294678.0
The Weeknd - Heartless,1139649056,350776.0
Kygo - Stole the Show,1138939055,333277.0
The Mamas & The Papas - California Dreamin',1136053543,516613.0
Oasis - Don't Look Back in Anger,1135154473,801147.0
Tove Lo - Habits (Stay High),1134426002,491378.0
"Olivia Rodrigo - jealousy, jealousy",1134409792,454220.0
Sia - Elastic Heart,1134225711,397347.0
Miley Cyrus - Wrecking Ball,1133888145,517678.0
Icona Pop - I Love It,1132664850,778359.0
Drake - Too Good,1132489926,171762.0
Katy Perry - California Gurls,1130232083,700268.0
Future - WAIT FOR U,1130047022,718352.0
Calvin Harris - Promises,1129410342,290108.0
Niall Horan - This Town,1128413787,317695.0
Bad Bunny - PERRO NEGRO,1127255690,640765.0
Nico & Vinz - Am I Wrong,1126813918,371792.0
Electric Light Orchestra - Mr. Blue Sky,1125677034,390896.0
Queen - Crazy Little Thing Called Love,1125126788,368639.0
PARTYNEXTDOOR - Break from Toronto,1124713549,570386.0
Luke Combs - When It Rains It Pours,1121709857,445022.0
Post Malone - Go Flex,1121016372,176484.0
Kygo - Higher Love,1120769157,327480.0
Bazzi - Mine,1119947479,156367.0
Katy Perry - I Kissed A Girl,1119823370,531325.0
Becky G - MAMIII,1119668629,271340.0
Dua Lipa - Physical,1119379363,329070.0
Simple Minds - Don't You (Forget About Me),1117517012,469614.0
Post Malone - Candy Paint,1117058892,190033.0
Kina - Get You The Moon,1115358452,240812.0
Kendrick Lamar - luther,1115125198,1872733.0
Blur - Song 2,1114919616,457354.0
Dennis Lloyd - Nevermind,1114039996,401135.0
One Direction - Perfect,1113871956,576454.0
Pixies - Where Is My Mind?,1113783523,512200.0
Shawn Mendes - If I Can't Have You,1113468261,318469.0
Gunna - fukumean,1113091832,463133.0
21 Savage - a lot,1112543648,288934.0
Dua Lipa - Levitating,1111842329,509612.0
Bad Bunny - La Santa,1111780399,408137.0
Toploader - Dancing in the Moonlight,1111612876,414566.0
Billie Eilish - bury a friend,1109456055,195633.0
Rage Against The Machine - Killing In The Name,1108942382,412996.0
AURORA - Runaway,1108715695,505578.0
Eyedress - Jealous,1108627342,404618.0
Charlie Puth - Left and Right (Feat. Jung Kook of BTS),1108346430,274206.0
Riton - Friday,1107979887,254722.0
Maluma - Borro Cassette,1107599627,799904.0
Harry Styles - Late Night Talking,1107082409,288241.0
Bon Jovi - It's My Life,1106387415,562070.0
TV Girl - Not Allowed,1106124886,603308.0
*NSYNC - Bye Bye Bye,1105721979,544118.0
Train - Drops Of Jupiter,1104447279,558085.0
Tracy Chapman - Fast Car,1103500340,514624.0
"Pink Floyd - Another Brick in the Wall, Pt. 2",1103255473,573169.0
Bad Bunny - LA NOCHE DE ANOCHE,1102676948,253537.0
Selena Gomez & The Scene - Love You Like A Love Song,1102509169,608502.0
Ariana Grande - 34+35,1099141786,300240.0
"Bizarrap - Shakira: Bzrp Music Sessions, Vol. 53",1097947523,263788.0
Adele - Skyfall,1097502254,687955.0
Bad Bunny - Vete,1097411306,254045.0
Lunay - Soltera (Remix),1096976633,403578.0
The Weeknd - Pray For Me,1096813589,334077.0
GROUPLOVE - Tongue Tied,1096717815,398317.0
Mabel - Don't Call Me Up,1096351662,175688.0
Creedence Clearwater Revival - Bad Moon Rising,1096189550,394381.0
Flo Rida - Wild Ones,1095173756,531729.0
Taylor Swift - Wildest Dreams,1091546448,464238.0
Kings of Leon - Use Somebody,1091541199,621920.0
The Cranberries - Linger,1090478809,931726.0
Bad Bunny - Si Estuviésemos Juntos,1090391088,353155.0
Cyndi Lauper - Time After Time,1089765689,577380.0
Liam Payne - Strip That Down,1088468904,144583.0
Polo G - RAPSTAR,1088004415,283954.0
Lil Nas X - Old Town Road,1087132268,174485.0
Men At Work - Down Under,1087114057,506260.0
Ed Sheeran - The A Team,1086324046,309563.0
Elton John - Your Song,1084062666,359981.0
Rae Sremmurd - Black Beatles,1083637909,282350.0
George Ezra - Shotgun,1082916838,224833.0
Edward Sharpe & The Magnetic Zeros - Home,1080718547,409212.0
Linkin Park - Faint,1079228150,766434.0
Taylor Swift - You Need To Calm Down,1078479307,383407.0
Haddaway - What Is Love (Original 7' Mix),1076727884,701936.0
Billy Joel - Piano Man,1076505611,655648.0
Tainy - Lo Siento BB:/,1076213736,360883.0
Metro Boomin - Space Cadet,1075495699,257269.0
Juice WRLD - Come & Go,1074556488,215768.0
Metallica - Master of Puppets (Remastered),1074072016,563619.0
Drake - Laugh Now Cry Later,1072669033,289822.0
MEDUZA - Piece Of Your Heart,1072597898,196986.0
Bad Bunny - Diles,1072117771,758094.0
Kanye West - POWER,1071539776,332601.0
"Ariana Grande - break up with your girlfriend, i'm bored",1070198774,208348.0
One Direction - Steal My Girl,1069427452,727830.0
V - Love Me Again,1069260531,267872.0
Luke Combs - Beautiful Crazy,1069168613,311755.0
Ariana Grande - Break Free,1067837444,456453.0
Nelly - Dilemma,1067143045,518550.0
Taylor Swift - All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),1066247068,734627.0
Mac Miller - The Spins,1065078604,698954.0
The Jackson 5 - I Want You Back,1064271693,338614.0
Alicia Keys - No One,1063867621,478638.0
Drake - Money In The Grave (Drake ft. Rick Ross),1062823131,219471.0
Ozuna - Se Preparó,1061512221,577738.0
Arctic Monkeys - Fluorescent Adolescent,1061068499,441791.0
RAYE - Escapism.,1057992341,513367.0
Juice WRLD - Wishing Well,1056657551,274132.0
Lana Del Rey - West Coast,1056623440,704556.0
Baby Keem - family ties,1056371707,371357.0
Bruce Springsteen - Dancing In the Dark,1055933529,588036.0
The Weeknd - In Your Eyes,1055359237,273428.0
Wallows - Are You Bored Yet?,1055196444,330476.0
Anuel AA - Amanece,1053624239,632871.0
A Boogie Wit da Hoodie - Drowning,1053079633,304476.0
Ne-Yo - So Sick,1052624872,472361.0
Owl City - Fireflies,1052398332,339357.0
Paulo Londra - Adan y Eva,1051868354,426862.0
XXXTENTACION - the remedy for a broken heart (why am I so in love),1051661511,161566.0
Lizzo - Truth Hurts,1051616602,155155.0
Enrique Iglesias - Bailando,1050079646,580077.0
Van Halen - Jump,1049991811,401034.0
James Blunt - You're Beautiful,1049889958,320637.0
Polo G - Martin & Gina,1049205426,260493.0
Maluma - Felices los 4,1049036231,420261.0
Radiohead - No Surprises,1048408883,1141254.0
Black Eyed Peas - RITMO (Bad Boys For Life),1047379991,317473.0
KAROL G - AMARGURA,1047297950,611721.0
Surfaces - Sunday Best,1047164688,189523.0
Kendrick Lamar - PRIDE.,1046947368,536926.0
Nicki Minaj - Super Bass,1046135769,411321.0
Cris MJ - Una Noche en Medellín,1044792898,482674.0
Zara Larsson - Never Forget You,1044195240,208940.0
Mitski - Washing Machine Heart,1042675875,661872.0
Juice WRLD - Lean Wit Me,1042568737,252614.0
LP - Lost on You,1042474923,437323.0
Galantis - Runaway (U & I),1042450503,395721.0
Niall Horan - Slow Hands,1042074208,157288.0
Sam Smith - How Do You Sleep?,1041999928,178286.0
Camila Cabello - Bam Bam,1041484825,309015.0
SZA - Nobody Gets Me,1041002344,614843.0
Taylor Swift - Love Story (Taylor’s Version),1040785761,699379.0
Camila Cabello - Never Be the Same,1040358271,414189.0
Adele - Love In The Dark,1040166668,603467.0
Green Day - Boulevard of Broken Dreams,1039581384,764964.0
The Weeknd - Timeless,1039057625,1982974.0
The Script - The Man Who Can't Be Moved,1039029286,1113389.0
Jonas Blue - Mama,1038593909,194340.0
Maroon 5 - Don't Wanna Know,1038322903,237702.0
The Killers - Somebody Told Me,1038007392,531815.0
Three Days Grace - I Hate Everything About You,1037804501,793073.0
Alphaville - Forever Young,1036835859,782787.0
Khalid - Talk,1036818971,187871.0
Macklemore - Glorious,1036420091,290199.0
Demi Lovato - Heart Attack,1035144944,614174.0
Queen - Somebody To Love,1033237229,342299.0
Katy Perry - Teenage Dream,1032281679,598400.0
Morgan Wallen - Whiskey Glasses,1032042598,514916.0
Sleepy Hallow - 2055,1031224232,227691.0
Rick Astley - Never Gonna Give You Up (2022 Remaster),1030804597,422227.0
Soft Cell - Tainted Love,1030074815,379983.0
Y2K - Lalala,1029914240,119003.0
Two Door Cinema Club - What You Know,1028126381,426394.0
Juice WRLD - Bandit,1027190643,201165.0
Andy Williams - It's the Most Wonderful Time of the Year,1026003472,23080.0
Khalid - Love Lies,1025801549,133077.0
BlocBoy JB - Look Alive,1025677699,125424.0
Metro Boomin - Too Many Nights,1025175210,629208.0
Luis Fonsi - Échame La Culpa,1025154852,239512.0
MGMT - Kids,1024412653,619303.0
Britney Spears - Oops!...I Did It Again,1024388311,599065.0
Kenya Grace - Strangers,1023583690,365267.0
Linkin Park - One Step Closer,1023299116,800988.0
Destiny's Child - Say My Name,1023220403,431183.0
Marshmello - Leave Before You Love Me,1022923134,498965.0
KYLE - iSpy,1020333412,112961.0
Kali Uchis - Moonlight,1018522229,613258.0
Richy Mitch & The Coal Miners - Evergreen,1017747393,672840.0
Panic! At The Disco - I Write Sins Not Tragedies,1016561159,351553.0
MEDUZA - Lose Control,1016454505,203864.0
Drake - Fake Love,1016168740,117097.0
Paramore - Still into You,1015672894,517239.0
ABBA - Gimme! Gimme! Gimme! (A Man After Midnight),1015023193,564104.0
Zion & Lennox - Otra vez,1014657231,553932.0
Kenny Loggins - Footloose,1014425087,340736.0
Quevedo - Columbia,1014194450,532812.0
Leona Lewis - Bleeding Love,1013689944,378801.0
Chord Overstreet - Hold On,1011330506,393885.0
Taylor Swift - willow,1011110894,411881.0
Paramore - Misery Business,1010318511,433814.0
The Kid LAROI - WITHOUT YOU,1009036156,144448.0
Ariana Grande - Problem,1008612096,382493.0
Neon Trees - Everybody Talks,1007696634,408774.0
Cigarettes After Sex - Cry,1007685760,1451074.0
Ed Sheeran - I See Fire,1006599005,137963.0
Surf Mesa - ily (i love you baby),1005881746,232182.0
Mustard - Ballin’,1005257766,186461.0
Boston - More Than a Feeling,1004530184,414765.0
Rachel Platten - Fight Song,1003811914,208103.0
Harry Styles - Golden,1003214077,212017.0
Queen - Killer Queen,1003151688,324154.0
Olivia Rodrigo - All I Want,1002229018,626632.0
Doja Cat - Boss Bitch,1001380779,267436.0
Labrinth - Formula,1001311096,229158.0
Cigarettes After Sex - Sunsetz,1000859625,846786.0
Drake - Fair Trade,1000846101,424566.0
PinkPantheress - Boy's a liar Pt. 2,1000730966,330161.0
Cigarettes After Sex - K.,1000683794,749062.0
Mr.Kitty - After Dark,999588352,296498.0
Nelly Furtado - Maneater,999247065,792073.0
Metallica - Master Of Puppets,999222614,498688.0
Migos - Bad and Boujee,998857734,127013.0
Juice WRLD - Bandit,997800229,228006.0
Bruno Mars - Versace on the Floor,997769999,533845.0
Panic! At The Disco - I Write Sins Not Tragedies,997716009,
Bonnie Tyler - Total Eclipse of the Heart,996248725,457783.0
Chase Atlantic - Friends,995864349,788685.0
Van Halen - Jump,995850318,477929.0
Øneheart - snowfall,994924960,641273.0
Britney Spears - Gimme More,994726238,794712.0
Luis Fonsi - Échame La Culpa,994318531,209263.0
Natalie Imbruglia - Torn,994144089,407851.0
Taylor Swift - I Knew You Were Trouble.,992910639,775111.0
BTS - FAKE LOVE,992846486,654533.0
James Blunt - You're Beautiful,992580624,439179.0
Gorillaz - Clint Eastwood,992253684,510380.0
Taylor Swift - Fortnight,992176189,1006230.0
Sleepy Hallow - 2055,991397627,291049.0
MEDUZA - Lose Control,990904324,170853.0
Playboi Carti - Magnolia,990788557,270386.0
Slipknot - Duality,990726222,550908.0
BANNERS - Someone To You,990571804,313527.0
USHER - My Boo,990091063,510171.0
Childish Gambino - 3005,989396779,370600.0
Kid Cudi - Day 'N' Nite (Nightmare),989268873,351744.0
Romeo Santos - Propuesta Indecente,989224541,501101.0
Galantis - Runaway (U & I),988061478,297222.0
Macklemore - Glorious,987360572,359375.0
SZA - Love Galore,986978158,220305.0
NATTI NATASHA - Criminal,986695742,284897.0
Baby Keem - family ties,986534852,656654.0
RAYE - Escapism.,986275117,589795.0
Bad Bunny - DtMF,985547148,2184613.0
Piso 21 - Déjala que vuelva,984786971,293730.0
Elton John - Don't Go Breaking My Heart,984433145,401381.0
Aaron Smith - Dancin,984318322,278392.0
Sean Kingston - Beautiful Girls,983812595,480815.0
Kanye West - I Wonder,983719022,531007.0
2Pac - California Love,982901356,495642.0
Otis Redding - (Sittin' On) the Dock of the Bay,982398572,315659.0
Jung Kook - 3D,982209488,1941406.0
Robin Thicke - Blurred Lines,981735678,417643.0
Sublime - Santeria,981731784,523032.0
James Arthur - Impossible,981062515,663013.0
Billie Eilish - you should see me in a crown,980268651,229391.0
Kanye West - Runaway,980100990,585288.0
J Balvin - QUE PRETENDES,979871858,536863.0
Calle 24 - QUE ONDA,979117189,491741.0
Haddaway - What Is Love,978962653,784016.0
Dr. Dre - Forgot About Dre,978587264,349496.0
Bad Bunny - Neverita,978313787,342341.0
Shakira - Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],978188889,376251.0
Flume - Never Be Like You,978055794,307770.0
Cris MJ - Una Noche en Medellín,977963556,487257.0
One Direction - Steal My Girl,977638603,741060.0
James Arthur - Train Wreck,977584865,520365.0
Weezer - Island In The Sun,977206794,497232.0
Jack Johnson - Better Together,976498314,308647.0
Mustard - Ballin',976490762,214466.0
alt-J - Breezeblocks,976021529,282785.0
Anuel AA - Amanece,975765872,602978.0
Doja Cat - You Right,975670468,328264.0
Soft Cell - Tainted Love,975663975,408804.0
Surf Mesa - ily (i love you baby),975405084,205782.0
Kendrick Lamar - Swimming Pools (Drank),974777281,696187.0
FIFTY FIFTY - Cupid (Twin Ver.),973710128,303026.0
CKay - love nwantiti (ah ah ah),972753582,249247.0
Kenya Grace - Strangers,972632471,414630.0
Rick Astley - Never Gonna Give You Up,972547305,
Rachel Platten - Fight Song,972158641,313703.0
Mac DeMarco - Chamber Of Reflection,971569240,534596.0
Marshmello - Leave Before You Love Me,970702424,425400.0
Bad Bunny - Safaera,970627045,258799.0
Sam Hunt - Body Like A Back Road,970306019,203367.0
Zion & Lennox - Otra vez,969816645,186485.0
Feid - Normal,969812667,366487.0
Destiny's Child - Say My Name,969678939,482817.0
Starley - Call On Me,969570508,176220.0
50 Cent - P.I.M.P.,969077054,480037.0
MGMT - Electric Feel,968226347,444863.0
Flo Rida - Whistle,967757283,330401.0
Post Malone - I Like You (A Happier Song),967529072,274940.0
Nicky Jam - El Perdón,967507947,272778.0
Leona Lewis - Bleeding Love,967224080,422555.0
Charlie Puth - One Call Away,967138926,483240.0
Yandel - Yandel 150,965780108,202749.0
